Time(days),O3(molecules_m^-3),O(molecules_m^-3),O1D(molecules_m^-3),NO(molecules_m^-3),NO2(molecules_m^-3),Cl(molecules_m^-3),ClO(molecules_m^-3),OH(molecules_m^-3),HO2(molecules_m^-3),H(molecules_m^-3),Br(molecules_m^-3),BrO(molecules_m^-3),CH4(molecules_m^-3),H2O(molecules_m^-3),N2O(molecules_m^-3),HNO3(molecules_m^-3),HCl(molecules_m^-3),ClONO2(molecules_m^-3),HOCl(molecules_m^-3),ClOOCl(molecules_m^-3),ClOO(molecules_m^-3),BrCl(molecules_m^-3),OClO(molecules_m^-3)
1.3125,5.086045612189031e+17,-5.799937687525378e-10,-6.705269191443643e-14,-5.844524185490432e-09,1908123693235213.8,49894490.35879395,81260888672.84862,24016589265.31799,13545477787.598392,24573.061255868735,147438631.13433054,3061220891769600.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48309335401867.836,1001320994073303.6,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6451473312734.848
1.3333333333333333,5.085538841552455e+17,-5.801518561070065e-10,-6.674770448390072e-14,-5.807311301395433e-09,1908081915084331.8,49894490.35879395,80017839662.59483,24015459823.950977,13544863421.179682,24573.061255868735,147438631.13433054,3109666118034353.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48340050196727.695,1010591735813261.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6490519089666.018
1.3541666666666667,5.085032122203445e+17,-5.772468479412764e-10,-6.676498398699886e-14,-5.816356556132106e-09,1908040307203399.8,49894490.35879395,78812467195.45792,24014366726.762486,13544269585.130745,24573.061255868735,147438631.13433054,3158106387696905.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48370762902635.805,1019862477553218.4,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6529529371582.243
1.375,5.0845254541192614e+17,-5.73847726442523e-10,-6.639786490080816e-14,-5.786910507462357e-09,1907998864498964.5,49894490.35879395,77643079312.78516,24013288292.33103,13543684036.89811,24573.061255868735,147438631.13433054,3206541704614484.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48401473552988.82,1029133219293175.9,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6568503860275.486
1.3958333333333333,5.0840188372878144e+17,-5.746877560246026e-10,-6.649075022092016e-14,-5.791739861586697e-09,1907957582121885.5,49894490.35879395,76508084113.24214,24012214845.90558,13543101313.50625,24573.061255868735,147438631.13433054,3254972072518618.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48432182162430.83,1038403961033133.4,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6607442270490.55
1.4166666666666667,5.08351227170196e+17,-5.749149776280188e-10,-6.651033907951739e-14,-5.794925713967768e-09,1907916455444102.8,49894490.35879395,75405982447.54326,24011142321.48409,13542519118.956818,24573.061255868735,147438631.13433054,3303397495021126.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48462888736861.34,1047674702773090.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6646344329315.157
1.4375,5.0830057573565677e+17,-5.732062523831109e-10,-6.63061990591289e-14,-5.7784864202560055e-09,1907875480041235.2,49894490.35879395,74335361246.59003,24010068977.251846,13541936469.608871,24573.061255868735,147438631.13433054,3351817975619749.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48493593278572.53,1056945444513048.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6685209775603.988
1.4583333333333333,5.0824992942472595e+17,-5.723087892306949e-10,-6.6195840935131e-14,-5.767817707245007e-09,1907834651678909.8,49894490.35879395,73294887406.45213,24008993974.18455,13541352891.584232,24573.061255868735,147438631.13433054,3400233517703491.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48524295788471.4,1066216186253005.4,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6724038359429.12
1.4791666666666667,5.081992882370057e+17,-5.728012022011971e-10,-6.624629268333486e-14,-5.771245839010326e-09,1907793966301525.5,49894490.35879395,72283302213.6216,24007916980.15521,13540768197.226906,24573.061255868735,147438631.13433054,3448644124557678.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48554996266697.63,1075486927992962.6,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6762829841560.322
1.5,5.081486521721204e+17,-5.731862687069606e-10,-6.628449436439446e-14,-5.774847679746263e-09,1907753420022128.0,49894490.35879395,71299416201.88689,24006837971.35482,13540182372.977068,24573.061255868735,147438631.13433054,3497049799368627.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48585694712932.92,1084757669732920.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6801583992983.25
1.5208333333333333,5.080980212296938e+17,-5.730618697963267e-10,-6.626342495168033e-14,-5.77339625642121e-09,1907713009112812.2,49894490.35879395,70342104459.9042,24005756969.008263,13539595430.701662,24573.061255868735,147438631.13433054,3545450545228148.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48616391126811.5,1094028411472877.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6840300594436.091
1.5416666666666667,5.080473954093466e+17,-5.725717414072279e-10,-6.620003781565822e-14,-5.765284361579173e-09,1907672729996234.2,49894490.35879395,69410302338.7799,24004674011.93498,13539007392.206963,24573.061255868735,147438631.13433054,3593846365137696.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48647085507961.9,1103299153212834.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6878979435981.058
1.5625,5.079967747106906e+17,-5.731693018165068e-10,-6.626294931334098e-14,-5.759038201600109e-09,1907632579237177.5,49894490.35879395,68503001302.91343,24003589088.014194,13538418250.538078,24573.061255868735,147438631.13433054,3642237262012555.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48677777856112.93,1112569894952791.9,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6917620316573.604
1.5833333333333333,5.0794615913333894e+17,-5.760392176027184e-10,-6.658803753184456e-14,-5.756082341729413e-09,1907592553535436.5,49894490.35879395,67619245476.97122,24002502249.098816,13537828034.861263,24573.061255868735,147438631.13433054,3690623238685680.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48708468170912.86,1121840636692749.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6956223043665.913
1.6041666666666667,5.078955486769022e+17,-5.80412258354807e-10,-6.70869033871558e-14,-5.75697513000699e-09,1907552649718815.8,49894490.35879395,66758128178.695496,24001413560.29427,13537236781.83182,24573.061255868735,147438631.13433054,3739004297911152.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48739156452007.76,1131111378432706.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6994787432850.127
1.625,5.0784494334098746e+17,-5.839424779833823e-10,-6.748843950415439e-14,-5.759649064042782e-09,1907512864736399.2,49894490.35879395,65918788708.23587,24000323093.733284,13536644532.07337,24573.061255868735,147438631.13433054,3787380442367692.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48769842699050.266,1140382120172663.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7033313307496.068
1.6458333333333333,5.077943431251982e+17,-5.830209710648953e-10,-6.737564548373417e-14,-5.760937453336712e-09,1907473195652584.5,49894490.35879395,65100409521.25906,23999230919.853634,13536051325.25396,24573.061255868735,147438631.13433054,3835751674661789.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48800526911712.38,1149652861912620.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7071800498428.125
1.6666666666666667,5.0774374802913114e+17,-5.770492118478937e-10,-6.667930907966054e-14,-5.7609190339984385e-09,1907433639641366.5,49894490.35879395,64302213613.0658,23998137075.056343,13535457181.824673,24573.061255868735,147438631.13433054,3884117997330747.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48831209089735.22,1158923603652577.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7110248843610.597
1.6875,5.0769315805237997e+17,-5.697598788771715e-10,-6.583039830977846e-14,-5.759829012485676e-09,1907394193980876.2,49894490.35879395,63523461979.29858,23997041598.974976,13534862124.064594,24573.061255868735,147438631.13433054,3932479412845672.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48861889232869.914,1168194345392535.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7148658187839.485
1.7083333333333333,5.076425731945347e+17,-5.672244827154495e-10,-6.553017648834676e-14,-5.758970812862057e-09,1907354856048225.8,49894490.35879395,62763451273.70727,23995944526.75992,13534266171.723251,24573.061255868735,147438631.13433054,3980835923614268.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48892567340888.95,1177465087132492.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7187028382453.37
1.7291666666666667,5.0759199345518355e+17,-5.750196267606377e-10,-6.642305356376638e-14,-5.758876708935893e-09,1907315623314829.8,49894490.35879395,62021511718.10485,23994845908.251064,13533669352.846556,24573.061255868735,147438631.13433054,4029187531983461.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48923243413555.516,1186735828872449.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7225359285062.616
1.75,5.0754141883391174e+17,-5.895810080451125e-10,-6.809824240895046e-14,-5.759197808905841e-09,1907276493342007.8,49894490.35879395,61297005154.19971,23993745794.082386,13533071695.930054,24573.061255868735,147438631.13433054,4077534240241828.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48953917450644.51,1196006570612406.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7263650759298.317
1.7708333333333333,5.0749084933030106e+17,-6.003514083094676e-10,-6.933716915525252e-14,-5.759674330622669e-09,1907237463776701.5,49894490.35879395,60589323178.347435,23992644227.09601,13532473225.07171,24573.061255868735,147438631.13433054,4125876050621999.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48984589451955.45,1205277312352364.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7301902674563.7705
1.7916666666666667,5.074402849439301e+17,-5.964450283035408e-10,-6.88824949849564e-14,-5.759886076652637e-09,1907198532347521.2,49894490.35879395,59897885444.52627,23991541247.576153,13531873962.927187,24573.061255868735,147438631.13433054,4174212965302925.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49015259417303.7,1214548054092321.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7340114905800.164
1.8125,5.0738972567437414e+17,-5.70288375789212e-10,-6.585826034278937e-14,-5.75984589500748e-09,1907159696860849.0,49894490.35879395,59222137958.41533,23990436886.54823,13531273926.926306,24573.061255868735,147438631.13433054,4222544986412057.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49045927346530.34,1223818795832278.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7378287333261.009
1.8333333333333333,5.073391715212063e+17,-5.33541650376387e-10,-6.160952595926231e-14,-5.759621557072619e-09,1907120955197635.8,49894490.35879395,58561551530.82766,23989331181.396523,13530673138.090502,24573.061255868735,147438631.13433054,4270872116027031.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49076593239477.29,1233089537572236.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7416419842337.435
1.8541666666666667,5.0728862248399686e+17,-5.005596938193302e-10,-5.779262175239033e-14,-5.759421292033746e-09,1907082305309717.0,49894490.35879395,57915620668.54968,23988224164.66086,13530071614.708792,24573.061255868735,147438631.13433054,4319194356178223.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49107257096004.31,1242360279312193.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7454512323294.868
1.875,5.0723807856231405e+17,-4.921803169665442e-10,-5.6813616141347704e-14,-5.75934749440249e-09,1907043745216846.8,49894490.35879395,57283862314.22804,23987115872.382954,13529469377.049686,24573.061255868735,147438631.13433054,4367511708850471.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49137918915975.54,1251631021052151.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7492564671094.838
1.8958333333333333,5.071875397557237e+17,-5.14912738210123e-10,-5.942515550737765e-14,-5.75938462572785e-09,1907005273003875.2,49894490.35879395,56665814395.270996,23986006339.39278,13528866444.694984,24573.061255868735,147438631.13433054,4415824175984439.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49168578699266.4,1260901762792108.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7530576785252.761
1.9166666666666667,5.071370060637892e+17,-5.615109116838348e-10,-6.479563347912561e-14,-5.759480619371371e-09,1906966886817626.5,49894490.35879395,56061034561.874115,23984895599.507893,13528262836.661644,24573.061255868735,147438631.13433054,4464131759478476.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49199236445762.87,1270172504532066.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7568548569645.4375
1.9375,5.0708647748607155e+17,-5.992497428958493e-10,-6.915369300920423e-14,-5.7595442626078714e-09,1906928584864421.8,49894490.35879395,55469099072.70376,23983783682.428276,13527658569.646473,24573.061255868735,147438631.13433054,4512434461189980.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49229892155365.98,1279443246272023.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7606479932369.663
1.9583333333333333,5.0703595402212966e+17,-6.187300252461903e-10,-7.139995696492355e-14,-5.759567605530506e-09,1906890365407617.5,49894490.35879395,54889602788.657425,23982670617.16706,13527053659.94346,24573.061255868735,147438631.13433054,4560732282937853.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49260545827986.1,1288713988011980.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7644370785490.292
1.9791666666666667,5.0698543567152026e+17,-6.116485632508593e-10,-7.057371264486241e-14,-5.759537571549459e-09,1906852226764988.8,49894490.35879395,54322156920.12094,23981556430.64566,13526448122.680721,24573.061255868735,147438631.13433054,4609025226502867.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49291197463544.74,1297984729751938.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7682221044999.007
2.0,5.069349224337978e+17,2.79085465283479e-11,-6.964043703943181e-14,-5.75951552982201e-09,1906814167306584.0,49894490.35879395,53766388512.58545,23980441149.883324,13525841973.05324,24573.061255868735,147438631.13433054,4657313293629233.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49321847061970.81,1307255471491897.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7720030630644.802
2.0208333333333335,5.068806228484598e+17,21215097.391021878,11.030610634112708,100589232.87602197,1906787296306425.5,49894490.35879395,53221596223.73514,31248021462.401047,17469415212.10836,24573.061255868735,147438631.13433054,4705595689238599.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49341283179586.82,1316526213231855.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7757799369168.829
2.0416666666666665,5.068182380422236e+17,42385987.24710687,26.794676941811723,217830174.86342564,1906773943689802.5,49894490.35879395,52686950570.58763,47120795305.12574,26271116480.204178,24573.061255868735,147438631.13433054,4753871095730822.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49347258330227.56,1325796954971812.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7795526586697.532
2.0625,5.067473867063286e+17,63383463.35039024,42.66741268992451,334239033.4735424,1906766478445262.5,49894490.35879395,52162132595.04921,66709851757.67037,37172684417.687256,24573.061255868735,147438631.13433054,4802138702896611.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49347419604520.56,1335067696711769.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7833211423980.33
2.0833333333333335,5.066679677644202e+17,84116714.94634892,58.36306580893926,449294934.4438236,1906761434038176.0,49894490.35879395,51646859070.55254,87799456770.99896,48923658827.56567,24573.061255868735,147438631.13433054,4850397685920594.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49345232714768.125,1344338438451725.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7870853019810.016
2.1041666666666665,5.065800230840491e+17,104497794.64084113,73.80336197719726,562514803.6135643,1906757195531424.0,49894490.35879395,51140865553.250626,109357277855.60347,60941784732.4415,24573.061255868735,147438631.13433054,4898647224108468.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49342311784841.41,1353609180191683.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7908450521595.327
2.125,5.064836779420052e+17,124440265.05329603,88.92102393439917,673423288.5237901,1906752968451810.5,49894490.35879395,50643902956.51223,130875348537.8749,72940883694.40533,24573.061255868735,147438631.13433054,4946886511440662.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49339450506529.59,1362879921931640.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7946003091410.33
2.1458333333333335,5.0637911430526534e+17,143859470.28900614,103.6506989002546,781553849.8116373,1906748322844309.2,49894490.35879395,50155735655.20408,152078663269.7501,84766306866.62344,24573.061255868735,147438631.13433054,4995114763216244.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49337078080028.96,1372150663671597.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,7983509910468.504
2.1666666666666665,5.062665584716651e+17,162672880.32281446,117.92880418943399,886450575.3396963,1906742991959556.2,49894490.35879395,49676140273.32959,172796517370.88052,96322282728.40181,24573.061255868735,147438631.13433054,5043331220891503.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49335460521897.6,1381421405411554.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8020970182846.912
2.1875,5.061462749728506e+17,180800432.13822582,131.693787868909,987669995.4909877,1906736783578451.5,49894490.35879395,49204904788.706955,192905837014.76398,107539914811.36745,24573.061255868735,147438631.13433054,5091535156046042.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49334789336574.81,1390692147151512.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8058383138820.464
2.2083333333333335,5.060185631650896e+17,198164862.49712273,144.88639945863736,1084782866.5789683,1906729541132473.2,49894490.35879395,48741827791.87419,212306335091.14847,118363150499.2428,24573.061255868735,147438631.13433054,5139725873881124.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49335220392565.98,1399962888891470.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8095748037960.269
2.2291666666666665,5.0588375493087104e+17,214692030.8103129,157.44995010938408,1177375916.9646895,1906721126809001.8,49894490.35879395,48286717826.39047,230909718171.4544,128742684214.80576,24573.061255868735,147438631.13433054,5187902716421304.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49336890813852.76,1409233630631427.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8133064172057.993
2.25,5.0574221279828435e+17,230311230.8651275,169.3305601638568,1265053550.365961,1906711414341667.5,49894490.35879395,47839392777.69845,248635083275.02026,138633355968.18723,24573.061255868735,147438631.13433054,5236065065487915.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49339926186453.15,1418504372371385.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8170330867897.414
2.2708333333333335,5.0559432817739194e+17,244955490.20259488,180.47739280946385,1347439499.9176495,1906700286084498.0,49894490.35879395,47399679295.77701,265407052335.78714,147993095985.65906,24573.061255868735,147438631.13433054,5284212345466590.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49344443481329.55,1427775114111342.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8207547489875.298
2.2916666666666665,5.0544051958325235e+17,258561856.1786984,190.84287292249127,1424178427.0221212,1906687631925840.8,49894490.35879395,46967412244.34616,281155082318.8496,156782533358.46002,24573.061255868735,147438631.13433054,5332344025874879.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49350552137668.375,1437045855851299.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8244713442468.552
2.3125,5.052812307940979e+17,271071666.212901,200.38288989998796,1494937457.8865604,1906673349027465.8,49894490.35879395,46542434173.28631,295813302597.2451,164964902475.6877,24573.061255868735,147438631.13433054,5380459623723070.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49358354321114.32,1446316597591256.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8281828172537.806
2.3333333333333335,5.05116928924273e+17,282430803.84355295,209.05698379125604,1559407651.385888,1906657341892057.2,49894490.35879395,46124594812.259384,309320561901.1937,172506068102.3681,24573.061255868735,147438631.13433054,5428558705659734.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49367944853760.26,1455587339331214.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8318891171457.637
2.3541666666666665,5.049481024148104e+17,292589936.401939,216.82851440570724,1617305392.85764,1906639522559754.0,49894490.35879395,45713750584.5934,321620557621.0906,179374596973.73282,24573.061255868735,147438631.13433054,5476640889907501.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49379411015227.93,1464858081071171.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8355901977075.635
2.375,5.047752589355772e+17,301504734.65682375,223.6648110435691,1668373701.0721483,1906619810860567.0,49894490.35879395,45309764141.28758,332662000576.7019,185541849589.10175,24573.061255868735,147438631.13433054,5524705847957096.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49392832288028.25,1474128822811129.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8392860175472.6455
2.3958333333333335,5.045989232129293e+17,309136074.0000904,229.53730493293077,1712383451.9180977,1906598134657881.0,49894490.35879395,44912503912.497536,342398773862.5125,190982068808.89047,24573.061255868735,147438631.13433054,5572753306033085.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49408280111981.82,1483399564551086.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8429765402533.3955
2.4166666666666665,5.0441963478604243e+17,315450213.18877554,234.42164073888475,1749134494.9597087,1906574430075119.0,49894490.35879395,44521843680.06375,350790080688.9196,195672462373.8448,24573.061255868735,147438631.13433054,5620783046304528.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49425817655647.88,1492670306291044.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8466617345303.32
2.4375,5.0423794571321715e+17,320418959.1498568,238.29777271238675,1778456693.431654,1906548641706332.8,49894490.35879395,44137662161.67296,357800581767.4787,199593279613.65463,24573.061255868735,147438631.13433054,5668794907881828.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49445499603953.28,1501941048031001.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8503415743165.378
2.4583333333333335,5.040544182201825e+17,324019795.3294701,241.15003670119893,1800210817.758409,1906520722798818.0,49894490.35879395,43759842623.21004,363400514480.6919,202727878094.7705,24573.061255868735,147438631.13433054,5716788787534566.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49467371974008.03,1511211789770958.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8540160388779.484
2.4791666666666665,5.038696223078809e+17,326235998.03850746,242.96719885676677,1814289314.551662,1906490635401967.8,49894490.35879395,43388272506.08269,367565790262.2316,205062778031.69922,24573.061255868735,147438631.13433054,5764764640153552.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49491471964859.125,1520482531510916.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8576851128803.584
2.5,5.036841333343145e+17,327056735.999074,243.74249786247876,1820617038.3589149,1906458350493982.0,49894490.35879395,43022843055.2435,370278077659.87665,206587708699.92752,24573.061255868735,147438631.13433054,5812722478973709.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49517827829471.83,1529753273250873.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8613487864409.951
2.5208333333333335,5.03498529574651e+17,326477125.20773786,243.47365561338503,1819151736.86825,1906423848079145.8,49894490.35879395,42663448989.52018,371524866157.33844,207295644249.975,24573.061255868735,147438631.13433054,5860662375514468.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49546458776446.55,1539024014990830.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8650070551554.179
2.5416666666666665,5.0331338977270714e+17,324498270.6863008,242.16286918000952,1809884475.1058397,1906387117253580.8,49894490.35879395,42309988172.704254,371299509697.4441,207182828108.1315,24573.061255868735,147438631.13433054,5908584459293873.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49577374903360.11,1548294756730787.8,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8686599201048.24
2.5625,5.031292906922345e+17,321127288.039968,239.81679045077422,1792839898.873748,1906348156246938.5,49894490.35879395,41962361308.41452,369601254552.4086,206248788655.74094,24573.061255868735,147438631.13433054,5956488917276848.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49610577154374.37,1557565498470745.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8723073878398.643
2.5833333333333335,5.029468046768955e+17,316377290.5444893,236.44648052592225,1768076345.8439004,1906306972433152.0,49894490.35879395,41620471636.297775,366435247112.5803,204496343748.44498,24573.061255868735,147438631.13433054,6004375993068299.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49646057308982.375,1566836240210702.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8759494703420.92
2.6041666666666665,5.027664972313578e+17,310267346.82396406,232.0673469362162,1735685816.5330467,1906263582310976.2,49894490.35879395,41284224663.1282,361812522093.84125,201931594315.56992,24573.061255868735,147438631.13433054,6052245985847335.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,49683798001145.44,1576106981950659.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,8795861849620.972
