Time(days),O3(molecules_m^-3),O(molecules_m^-3),O1D(molecules_m^-3),NO(molecules_m^-3),NO2(molecules_m^-3),Cl(molecules_m^-3),ClO(molecules_m^-3),OH(molecules_m^-3),HO2(molecules_m^-3),H(molecules_m^-3),Br(molecules_m^-3),BrO(molecules_m^-3),CH4(molecules_m^-3),H2O(molecules_m^-3),N2O(molecules_m^-3),HNO3(molecules_m^-3),HCl(molecules_m^-3),ClONO2(molecules_m^-3),HOCl(molecules_m^-3),ClOOCl(molecules_m^-3),ClOO(molecules_m^-3),BrCl(molecules_m^-3),OClO(molecules_m^-3)
1.0625,5.092132896376876e+17,4.940604304766868,0.0005725144749465208,48.1292314389723,1908644099898229.2,49894490.35879395,99911185956.01291,26311629592.507317,14841080963.999176,24573.061255868735,147438631.13433054,2479489931594596.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,47937030105627.52,890072093193815.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,5980284770340.67
1.0833333333333333,5.091624371818099e+17,0.23533422639007012,2.7267717661715935e-05,2.292319468917617,1908597784170256.0,49894490.35879395,98033789666.23788,25035615231.94319,14120609747.846895,24573.061255868735,147438631.13433054,2527995006860103.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,47969763848624.96,899342834933773.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6019727500339.967
1.1041666666666667,5.091116534622419e+17,0.011209601467896064,1.2987071014378292e-06,0.10920549887655936,1908552837795182.0,49894490.35879395,96226103821.39317,24471750221.65744,13802249432.618666,24573.061255868735,147438631.13433054,2576495059245853.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48001381378435.79,908613576673731.6,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6059139603966.107
1.125,5.090609029477267e+17,0.0005339441027030817,6.185518167843165e-08,0.005202575286107045,1908508629108713.5,49894490.35879395,94484302969.40495,24222253839.278297,13661395674.454754,24573.061255868735,147438631.13433054,2624990098914872.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48032505039680.484,917884318413688.6,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6098520563681.009
1.1458333333333333,5.0901016995483226e+17,2.5433585456914392e-05,2.946052083032818e-09,0.00024785165502652824,1908464874578329.0,49894490.35879395,92804836803.65775,24111533018.197746,13598900874.151104,24573.061255868735,147438631.13433054,2673480133460882.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48063409554930.766,927155060153645.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6137869886204.483
1.1666666666666667,5.0895944756061805e+17,1.2127976827400594e-06,1.4047643794179312e-10,1.1821263998387578e-05,1908421444592362.8,49894490.35879395,91184406201.3871,24062073737.30833,13570997149.560951,24573.061255868735,147438631.13433054,2721965169226559.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48094216197720.2,936425801893602.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6177187101012.222
1.1875,5.089087327090273e+17,5.834772862693467e-08,6.757326893896455e-12,5.687790962321372e-07,1908378277714907.5,49894490.35879395,89619941483.88687,24039657421.093094,13558363143.78761,24573.061255868735,147438631.13433054,2770445211891177.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48124978503853.74,945696543633559.4,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6216471759080.247
1.2083333333333333,5.088580240508861e+17,3.1157274171686175e-09,3.6080752879982074e-13,3.037666690734815e-08,1908335342820083.2,49894490.35879395,88108582808.09946,24029178051.51127,13552469306.622957,24573.061255868735,147438631.13433054,2818920266735546.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48155720106639.914,954967285373516.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6255723431761.811
1.2291666666666667,5.088073209904578e+17,2.203052022931921e-10,2.5506734921403097e-14,2.14816519200237e-09,1908292622362137.2,49894490.35879395,86647662505.17992,24023966787.35346,13549550100.821968,24573.061255868735,147438631.13433054,2867390338764215.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48186451439035.555,964238027113474.0,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6294941709750.249
1.25,5.0875662326459366e+17,-3.5875298063442904e-10,-4.1548699334504474e-14,-3.5213017920920284e-09,1908250104977231.2,49894490.35879395,85234689164.94165,24021079524.396408,13547943146.779648,24573.061255868735,147438631.13433054,2915855432764403.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48217177106493.38,973508768853431.5,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6334126202108.185
1.2708333333333333,5.08705930756969e+17,-5.839825029951697e-10,-6.735686062086297e-14,-5.855158144156776e-09,1908207782205543.0,49894490.35879395,83867333276.3879,24019216652.366566,13546914622.657549,24573.061255868735,147438631.13433054,2964315553336733.0,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48247899141609.4,982779510593388.9,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6373276535353.713
1.2916666666666667,5.086552434160408e+17,-5.298812709311729e-10,-6.720472578945657e-14,-5.822790770981354e-09,1908165647032390.0,49894490.35879395,82543414249.65575,24017804250.498566,13546140465.068687,24573.061255868735,147438631.13433054,3012770704913252.5,9.043052872107632e+16,7.855151256890026e+17,4.0190611107861816e+18,48278618441640.21,992050252333346.2,21780127642400.844,22254673694540.84,20627838708511.277,2622549098132.4263,337352792350.5906,6412392352598.63
